millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz,pqd
359378,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:4,0.05,1026.57,0.66,9.58,-0.52,-0.02,-0.01,0.03,0
359623,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:4,0.07,1026.56,0.68,9.62,-0.60,-0.02,-0.01,0.03,0
359874,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:5,0.12,1026.56,0.66,9.57,-0.55,-0.03,-0.01,0.03,0
360125,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:5,0.00,1026.57,0.65,9.59,-0.53,-0.02,-0.01,0.03,0
360481,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:5,0.06,1026.56,0.66,9.60,-0.63,-0.02,-0.01,0.03,0
360727,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:5,0.01,1026.57,0.65,9.55,-0.55,-0.02,-0.01,0.03,0
360970,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:6,0.17,1026.55,0.64,9.57,-0.50,-0.02,-0.01,0.03,0
361213,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:6,0.01,1026.57,0.61,9.57,-0.53,-0.02,-0.01,0.03,0
361465,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:6,-0.00,1026.57,0.66,9.50,-0.62,-0.02,-0.01,0.03,0
361712,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:6,-0.04,1026.58,0.60,9.57,-0.56,-0.02,-0.01,0.03,0
361959,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:7,0.07,1026.56,0.69,9.60,-0.50,-0.02,-0.01,0.03,0
362208,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:7,0.16,1026.55,0.62,9.54,-0.57,-0.02,-0.02,0.03,0
362460,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:7,0.11,1026.56,0.57,9.54,-0.56,-0.02,-0.01,0.03,0
362709,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:7,0.33,1026.53,0.65,9.56,-0.52,-0.02,-0.01,0.03,0
362957,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:8,0.08,1026.56,0.65,9.60,-0.51,-0.02,-0.01,0.03,0
363211,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:8,0.00,1026.57,0.66,9.58,-0.54,-0.02,-0.02,0.03,0
363470,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:8,0.14,1026.55,0.62,9.65,-0.61,-0.02,-0.01,0.03,0
363724,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:8,-0.02,1026.57,0.64,9.57,-0.52,-0.02,-0.01,0.03,0
364023,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:9,0.16,1026.55,0.61,9.55,-0.57,-0.02,-0.01,0.03,0
364257,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:9,0.19,1026.55,0.68,9.61,-0.57,-0.02,-0.01,0.03,0
364602,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:9,-0.06,1026.58,0.60,9.52,-0.53,-0.02,-0.01,0.03,0
364830,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:9,0.11,1026.56,0.63,9.54,-0.59,-0.02,-0.01,0.03,0
365062,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:10,0.05,1026.57,0.69,9.59,-0.49,-0.03,-0.01,0.03,0
365297,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:10,-0.00,1026.57,0.63,9.58,-0.57,-0.03,-0.01,0.03,0
365529,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:10,0.03,1026.57,0.69,9.56,-0.65,-0.02,-0.01,0.03,0
365761,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:10,0.13,1026.56,0.68,9.57,-0.58,-0.02,-0.01,0.03,0
365998,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:11,-0.30,1026.61,0.65,9.55,-0.53,-0.02,-0.01,0.03,0
366239,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:11,0.09,1026.56,0.68,9.57,-0.58,-0.02,-0.01,0.03,0
366484,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:11,0.14,1026.55,0.64,9.59,-0.60,-0.02,-0.01,0.03,0
366724,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:11,0.03,1026.57,0.63,9.61,-0.51,-0.02,-0.01,0.03,0
366958,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:12,0.21,1026.55,0.63,9.54,-0.60,-0.02,-0.01,0.03,0
367197,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:12,0.21,1026.55,0.66,9.62,-0.54,-0.02,-0.02,0.03,0
367443,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:12,0.18,1026.55,0.66,9.59,-0.61,-0.02,-0.01,0.03,0
367693,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:12,0.27,1026.54,0.62,9.54,-0.59,-0.02,-0.01,0.03,0
367931,-22.590939,-42.764543,12,11.50,2025/6/2,13:36:13,0.18,1026.55,0.70,9.57,-0.62,-0.02,-0.04,0.03,0
368177,-22.590939,-42.764543,12,11.60,2025/6/2,13:36:13,0.12,1026.56,0.62,9.58,-0.58,-0.02,-0.03,0.03,0
368533,-22.590939,-42.764543,12,11.60,2025/6/2,13:36:13,0.06,1026.56,0.54,9.65,-0.62,-0.02,-0.01,0.03,0
368768,-22.590939,-42.764543,12,11.60,2025/6/2,13:36:13,0.29,1026.54,0.65,9.52,-0.60,-0.02,0.00,0.03,0
369011,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:14,0.24,1026.54,0.68,9.62,-0.61,-0.02,-0.01,0.03,0
369255,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:14,0.30,1026.54,0.74,9.58,-0.54,-0.02,-0.02,0.03,0
369499,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:14,0.45,1026.52,0.60,9.58,-0.51,-0.02,-0.01,0.03,0
369747,-22.590939,-42.764542,12,11.50,2025/6/2,13:36:14,0.30,1026.54,0.59,9.57,-0.51,-0.03,-0.01,0.03,0
369987,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:15,0.39,1026.52,0.62,9.57,-0.56,-0.02,-0.00,0.03,0
370231,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:15,0.48,1026.51,0.61,9.61,-0.55,-0.02,-0.01,0.03,0
370477,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:15,0.49,1026.51,0.67,9.58,-0.64,-0.02,-0.01,0.03,0
370729,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:15,0.12,1026.56,0.63,9.62,-0.60,-0.03,-0.02,0.03,0
370974,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:16,0.29,1026.54,0.62,9.61,-0.56,-0.02,-0.01,0.03,0
371231,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:16,0.36,1026.53,0.65,9.60,-0.57,-0.02,-0.01,0.03,0
371488,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:16,0.32,1026.53,0.63,9.57,-0.65,-0.02,-0.01,0.03,0
371737,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:16,0.28,1026.54,0.64,9.60,-0.60,-0.02,-0.01,0.03,0
371988,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:17,0.26,1026.54,0.68,9.57,-0.59,-0.03,-0.01,0.03,0
372244,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:17,0.12,1026.56,0.68,9.61,-0.59,-0.02,-0.01,0.03,0
372607,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:17,-0.02,1026.57,0.67,9.54,-0.62,-0.02,-0.01,0.03,0
372854,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:17,0.26,1026.54,0.66,9.59,-0.50,-0.02,-0.01,0.03,0
373101,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:18,0.30,1026.53,0.65,9.61,-0.49,-0.02,-0.01,0.03,0
373353,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:18,0.14,1026.56,0.71,9.61,-0.60,-0.02,-0.01,0.03,0
373607,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:18,0.41,1026.52,0.62,9.56,-0.56,-0.03,-0.02,0.03,0
373892,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:19,0.34,1026.53,0.69,9.56,-0.62,-0.02,-0.01,0.03,0
374124,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:19,0.32,1026.53,0.67,9.53,-0.55,-0.02,-0.01,0.03,0
374363,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:19,0.15,1026.55,0.57,9.62,-0.63,-0.03,-0.01,0.03,0
374601,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:19,0.27,1026.54,0.60,9.61,-0.55,-0.02,-0.01,0.03,0
374834,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:19,0.28,1026.54,0.65,9.60,-0.56,-0.02,-0.02,0.03,0
375078,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:20,0.06,1026.56,0.64,9.64,-0.58,-0.03,-0.01,0.03,0
375313,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:20,0.32,1026.53,0.68,9.61,-0.55,-0.02,-0.01,0.03,0
375557,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:20,0.43,1026.52,0.69,9.59,-0.57,-0.02,-0.01,0.03,0
375794,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:20,0.18,1026.55,0.65,9.59,-0.56,-0.02,-0.01,0.03,0
376032,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:21,0.53,1026.54,0.64,9.57,-0.61,-0.02,-0.01,0.03,0
376274,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:21,0.22,1026.54,0.64,9.57,-0.63,-0.02,-0.01,0.03,0
376625,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:21,0.30,1026.54,0.64,9.60,-0.54,-0.02,-0.02,0.03,0
376856,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:22,0.34,1026.53,0.67,9.58,-0.60,-0.02,-0.01,0.03,0
377101,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:22,0.16,1026.55,0.64,9.57,-0.47,-0.03,-0.01,0.03,0
377338,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:22,0.57,1026.50,0.67,9.59,-0.60,-0.02,-0.01,0.03,0
377572,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:22,0.44,1026.52,0.60,9.61,-0.57,-0.02,-0.01,0.03,0
377810,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:22,0.36,1026.53,0.67,9.60,-0.54,-0.02,-0.01,0.03,0
378046,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:23,0.33,1026.53,0.67,9.56,-0.59,-0.02,-0.02,0.03,0
378290,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:23,0.09,1026.56,0.65,9.63,-0.58,-0.02,-0.01,0.03,0
378537,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:23,0.09,1026.56,0.70,9.58,-0.52,-0.02,-0.01,0.03,0
378777,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:23,0.39,1026.52,0.63,9.56,-0.53,-0.02,-0.01,0.03,0
379022,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:24,0.51,1026.51,0.63,9.58,-0.69,-0.02,-0.01,0.03,0
379271,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:24,0.40,1026.52,0.66,9.59,-0.51,-0.02,-0.01,0.03,0
379523,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:24,0.17,1026.55,0.66,9.64,-0.59,-0.02,-0.01,0.03,0
379767,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:24,0.38,1026.53,0.66,9.61,-0.55,-0.02,-0.01,0.03,0
380013,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:25,0.19,1026.55,0.65,9.58,-0.58,-0.02,-0.01,0.03,0
380263,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:25,0.21,1026.55,0.63,9.59,-0.57,-0.02,-0.01,0.03,0
380624,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:25,0.18,1026.56,0.64,9.60,-0.57,-0.02,-0.01,0.03,0
380860,-22.590939,-42.764542,12,11.60,2025/6/2,13:36:26,0.20,1026.55,0.65,9.56,-0.54,-0.02,-0.01,0.03,0
381105,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:26,0.24,1026.54,0.62,9.60,-0.67,-0.02,-0.01,0.03,0
381357,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:26,0.34,1026.53,0.68,9.58,-0.62,-0.03,-0.01,0.03,0
381605,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:26,0.18,1026.55,0.65,9.58,-0.56,-0.02,-0.01,0.03,0
381849,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:26,0.27,1026.54,0.71,9.58,-0.53,-0.02,-0.01,0.03,0
382102,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:27,0.01,1026.57,0.63,9.58,-0.56,-0.03,-0.01,0.03,0
382354,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:27,0.21,1026.55,0.68,9.57,-0.54,-0.02,-0.01,0.03,0
382608,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:27,0.15,1026.55,0.64,9.53,-0.50,-0.02,-0.01,0.03,0
382855,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:27,0.30,1026.54,0.71,9.59,-0.60,-0.02,-0.02,0.03,0
383113,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:28,0.29,1026.54,0.68,9.57,-0.59,-0.02,-0.01,0.03,0
383374,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:28,0.26,1026.54,0.62,9.60,-0.62,-0.02,-0.01,0.03,0
383636,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:28,0.29,1026.54,0.64,9.57,-0.51,-0.02,-0.01,0.03,0
383925,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:29,0.29,1026.54,0.68,9.60,-0.58,-0.02,-0.01,0.03,0
384162,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:29,0.28,1026.54,0.62,9.57,-0.50,-0.02,-0.02,0.03,0
384405,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:29,0.49,1026.51,0.63,9.58,-0.59,-0.02,-0.01,0.03,0
384753,-22.590939,-42.764542,12,11.70,2025/6/2,13:36:29,0.34,1026.53,0.67,9.57,-0.58,-0.02,-0.01,0.03,0
384982,-22.590939,-42.764542,12,11.80,2025/6/2,13:36:30,0.54,1026.51,0.65,9.56,-0.57,-0.02,-0.01,0.03,0
385213,-22.590939,-42.764542,12,11.80,2025/6/2,13:36:30,0.19,1026.55,0.65,9.59,-0.67,-0.02,-0.01,0.03,0
385452,-22.590939,-42.764542,12,11.80,2025/6/2,13:36:30,0.35,1026.53,0.64,9.59,-0.57,-0.02,-0.01,0.03,0
385684,-22.590939,-42.764542,12,11.80,2025/6/2,13:36:30,0.16,1026.55,0.62,9.57,-0.55,-0.02,-0.01,0.03,0
385917,-22.590939,-42.764542,12,11.80,2025/6/2,13:36:31,0.57,1026.50,0.64,9.59,-0.67,-0.02,-0.01,0.03,0
386148,-22.590939,-42.764542,12,11.90,2025/6/2,13:36:31,0.44,1026.52,0.66,9.60,-0.52,-0.02,-0.01,0.03,0
386385,-22.590939,-42.764542,12,11.90,2025/6/2,13:36:31,0.34,1026.53,0.68,9.60,-0.54,-0.02,-0.01,0.03,0
386627,-22.590939,-42.764542,12,11.90,2025/6/2,13:36:31,0.38,1026.53,0.69,9.55,-0.61,-0.02,-0.01,0.03,0
386859,-22.590939,-42.764543,12,11.90,2025/6/2,13:36:32,0.42,1026.52,0.64,9.62,-0.60,-0.02,-0.01,0.03,0
387098,-22.590939,-42.764543,12,11.90,2025/6/2,13:36:32,0.43,1026.52,0.62,9.61,-0.64,-0.02,-0.01,0.03,0
387337,-22.590939,-42.764543,12,11.90,2025/6/2,13:36:32,0.43,1026.52,0.67,9.59,-0.60,-0.02,-0.01,0.03,0
387586,-22.590939,-42.764543,12,11.90,2025/6/2,13:36:32,0.17,1026.55,0.69,9.58,-0.55,-0.02,-0.01,0.03,0
387831,-22.590939,-42.764543,12,11.90,2025/6/2,13:36:32,0.40,1026.52,0.68,9.58,-0.57,-0.02,-0.01,0.03,0
388079,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:33,0.61,1026.50,0.65,9.58,-0.57,-0.02,-0.01,0.03,0
388329,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:33,0.35,1026.53,0.66,9.60,-0.58,-0.02,-0.01,0.03,0
388683,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:33,0.54,1026.51,0.71,9.60,-0.59,-0.02,-0.01,0.03,0
388919,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:34,0.27,1026.54,0.70,9.62,-0.57,-0.02,-0.01,0.03,0
389162,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:34,0.35,1026.53,0.54,9.56,-0.54,-0.02,-0.01,0.03,0
389403,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:34,0.56,1026.50,0.64,9.59,-0.58,-0.02,-0.01,0.03,0
389650,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:34,0.35,1026.53,0.63,9.59,-0.60,-0.02,-0.01,0.03,0
389890,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:35,0.29,1026.54,0.66,9.61,-0.60,-0.02,-0.01,0.03,0
390135,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:35,0.39,1026.51,0.61,9.60,-0.51,-0.02,-0.01,0.03,0
390386,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:35,0.36,1026.53,0.66,9.58,-0.54,-0.02,-0.02,0.03,0
390629,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:35,0.39,1026.52,0.67,9.54,-0.69,-0.02,-0.01,0.03,0
390877,-22.590939,-42.764543,12,12.00,2025/6/2,13:36:36,0.30,1026.54,0.66,9.59,-0.50,-0.02,-0.01,0.03,0
391130,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:36,0.68,1026.49,0.66,9.51,-0.66,-0.02,-0.01,0.03,0
391387,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:36,0.36,1026.53,0.61,9.57,-0.55,-0.02,-0.01,0.03,0
391639,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:36,0.31,1026.53,0.56,9.57,-0.63,-0.02,-0.01,0.03,0
391896,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:37,0.44,1026.52,0.66,9.53,-0.62,-0.02,-0.01,0.03,0
392147,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:37,0.43,1026.52,0.65,9.59,-0.60,-0.02,-0.01,0.03,0
392404,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:37,0.33,1026.53,0.67,9.57,-0.58,-0.02,-0.01,0.03,0
392768,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:37,0.42,1026.52,0.66,9.56,-0.58,-0.02,-0.01,0.03,0
393017,-22.590939,-42.764543,12,12.20,2025/6/2,13:36:38,0.45,1026.52,0.58,9.56,-0.58,-0.02,-0.01,0.03,0
393265,-22.590939,-42.764543,12,12.20,2025/6/2,13:36:38,0.52,1026.51,0.67,9.53,-0.57,-0.02,-0.01,0.03,0
393512,-22.590939,-42.764543,12,12.20,2025/6/2,13:36:38,0.40,1026.52,0.70,9.57,-0.58,-0.02,-0.01,0.03,0
393796,-22.590939,-42.764543,12,12.20,2025/6/2,13:36:38,0.27,1026.54,0.66,9.59,-0.60,-0.02,-0.01,0.03,0
394030,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:39,0.48,1026.51,0.66,9.59,-0.47,-0.03,-0.01,0.03,0
394259,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:39,0.41,1026.52,0.65,9.58,-0.59,-0.02,-0.01,0.03,0
394493,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:39,0.44,1026.52,0.68,9.58,-0.59,-0.02,-0.01,0.03,0
394727,-22.590939,-42.764543,12,12.10,2025/6/2,13:36:39,0.58,1026.50,0.65,9.56,-0.62,-0.02,-0.01,0.03,0
394959,-22.590940,-42.764543,12,12.10,2025/6/2,13:36:40,0.60,1026.50,0.66,9.59,-0.54,-0.02,-0.01,0.03,0
395196,-22.590940,-42.764543,12,12.20,2025/6/2,13:36:40,0.45,1026.52,0.68,9.56,-0.56,-0.02,-0.01,0.03,0
395436,-22.590940,-42.764543,12,12.20,2025/6/2,13:36:40,0.46,1026.52,0.69,9.60,-0.57,-0.02,-0.01,0.03,0
395676,-22.590940,-42.764543,12,12.20,2025/6/2,13:36:40,0.49,1026.51,0.66,9.61,-0.56,-0.02,-0.01,0.03,0
395919,-22.590940,-42.764543,12,12.20,2025/6/2,13:36:41,0.31,1026.53,0.63,9.59,-0.49,-0.02,-0.01,0.03,0
396163,-22.590940,-42.764543,12,12.30,2025/6/2,13:36:41,0.42,1026.52,0.63,9.56,-0.57,-0.02,-0.01,0.03,0
396410,-22.590940,-42.764543,12,12.30,2025/6/2,13:36:41,0.33,1026.53,0.56,9.58,-0.60,-0.02,-0.01,0.03,0
396751,-22.590940,-42.764543,12,12.30,2025/6/2,13:36:41,0.45,1026.52,0.65,9.59,-0.50,-0.02,-0.01,0.03,0
396984,-22.590940,-42.764544,12,12.30,2025/6/2,13:36:42,0.44,1026.52,0.56,9.55,-0.54,-0.02,-0.01,0.03,0
397221,-22.590940,-42.764544,12,12.30,2025/6/2,13:36:42,0.34,1026.53,0.67,9.56,-0.50,-0.02,-0.01,0.03,0
397463,-22.590940,-42.764544,12,12.30,2025/6/2,13:36:42,0.71,1026.49,0.61,9.54,-0.51,-0.02,-0.01,0.03,0
397700,-22.590940,-42.764544,12,12.30,2025/6/2,13:36:42,0.55,1026.50,0.64,9.61,-0.47,-0.02,-0.01,0.03,0
397931,-22.590940,-42.764544,12,12.30,2025/6/2,13:36:43,0.54,1026.51,0.62,9.52,-0.57,-0.03,-0.01,0.03,0
398175,-22.590940,-42.764544,12,12.40,2025/6/2,13:36:43,0.36,1026.53,0.63,9.60,-0.61,-0.02,-0.01,0.03,0
398422,-22.590940,-42.764544,12,12.40,2025/6/2,13:36:43,0.32,1026.53,0.66,9.60,-0.45,-0.02,-0.01,0.03,0
398667,-22.590940,-42.764544,12,12.40,2025/6/2,13:36:43,0.32,1026.53,0.58,9.63,-0.58,-0.02,-0.01,0.03,0
398909,-22.590940,-42.764544,12,12.40,2025/6/2,13:36:44,0.60,1026.50,0.64,9.55,-0.50,-0.02,-0.01,0.03,0
399151,-22.590940,-42.764544,12,12.50,2025/6/2,13:36:44,0.57,1026.50,0.69,9.63,-0.61,-0.02,-0.01,0.03,0
399410,-22.590940,-42.764544,12,12.50,2025/6/2,13:36:44,0.51,1026.51,0.60,9.56,-0.53,-0.02,-0.01,0.03,0
399662,-22.590940,-42.764544,12,12.50,2025/6/2,13:36:44,0.56,1026.50,0.62,9.57,-0.54,-0.02,-0.02,0.03,0
399915,-22.590940,-42.764544,12,12.50,2025/6/2,13:36:45,0.41,1026.52,0.60,9.56,-0.57,-0.02,-0.01,0.03,0
400165,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:45,0.63,1026.50,0.65,9.58,-0.56,-0.02,-0.01,0.03,0
400421,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:45,0.37,1026.53,0.59,9.62,-0.55,-0.02,-0.01,0.03,0
400782,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:45,0.52,1026.51,0.66,9.56,-0.49,-0.02,-0.01,0.03,0
401028,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:46,0.31,1026.53,0.62,9.57,-0.60,-0.02,-0.01,0.03,0
401276,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:46,0.39,1026.52,0.58,9.59,-0.65,-0.03,-0.02,0.03,0
401526,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:46,0.30,1026.54,0.62,9.51,-0.52,-0.02,-0.01,0.03,0
401771,-22.590940,-42.764544,12,12.60,2025/6/2,13:36:46,0.35,1026.53,0.65,9.59,-0.50,-0.02,-0.01,0.03,0
402020,-22.590940,-42.764544,12,12.70,2025/6/2,13:36:47,0.32,1026.53,0.70,9.62,-0.55,-0.02,-0.01,0.03,0
402274,-22.590940,-42.764544,12,12.70,2025/6/2,13:36:47,0.31,1026.53,0.62,9.57,-0.49,-0.02,-0.01,0.03,0
402530,-22.590940,-42.764544,12,12.70,2025/6/2,13:36:47,0.46,1026.52,0.70,9.58,-0.55,-0.02,-0.01,0.03,0
402781,-22.590940,-42.764544,12,12.70,2025/6/2,13:36:47,0.39,1026.52,0.68,9.55,-0.46,-0.03,-0.01,0.03,0
403036,-22.590939,-42.764544,12,12.70,2025/6/2,13:36:48,0.27,1026.54,0.64,9.59,-0.54,-0.02,-0.01,0.03,0
403288,-22.590939,-42.764544,12,12.70,2025/6/2,13:36:48,0.27,1026.54,0.65,9.57,-0.63,-0.02,-0.01,0.03,0
403579,-22.590939,-42.764544,12,12.70,2025/6/2,13:36:48,0.27,1026.54,0.63,9.54,-0.52,-0.03,-0.01,0.03,0
403815,-22.590939,-42.764544,12,12.70,2025/6/2,13:36:48,0.48,1026.51,0.66,9.58,-0.53,-0.02,-0.01,0.03,0
404050,-22.590939,-42.764544,12,12.80,2025/6/2,13:36:49,0.61,1026.50,0.71,9.64,-0.56,-0.02,-0.02,0.03,0
404291,-22.590939,-42.764544,12,12.80,2025/6/2,13:36:49,0.40,1026.52,0.69,9.58,-0.56,-0.02,-0.01,0.03,0
404540,-22.590939,-42.764544,12,12.80,2025/6/2,13:36:49,0.35,1026.53,0.64,9.58,-0.54,-0.02,-0.01,0.03,0
404879,-22.590940,-42.764544,12,12.80,2025/6/2,13:36:50,0.46,1026.52,0.57,9.57,-0.64,-0.02,-0.01,0.03,0
405107,-22.590940,-42.764544,12,12.80,2025/6/2,13:36:50,0.59,1026.50,0.67,9.57,-0.59,-0.02,-0.01,0.03,0
405340,-22.590940,-42.764544,12,12.80,2025/6/2,13:36:50,0.37,1026.53,0.68,9.55,-0.56,-0.02,-0.01,0.03,0
405578,-22.590940,-42.764544,12,12.80,2025/6/2,13:36:50,0.34,1026.53,0.62,9.58,-0.59,-0.02,-0.01,0.03,0
405813,-22.590940,-42.764544,12,12.80,2025/6/2,13:36:50,0.16,1026.55,0.69,9.57,-0.61,-0.02,-0.01,0.03,0
406048,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:51,0.36,1026.53,0.69,9.56,-0.51,-0.02,-0.01,0.03,0
406284,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:51,0.28,1026.54,0.69,9.58,-0.68,-0.02,-0.01,0.03,0
406527,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:51,0.46,1026.52,0.64,9.62,-0.56,-0.02,-0.01,0.03,0
406770,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:51,0.08,1026.56,0.68,9.59,-0.61,-0.03,-0.01,0.03,0
407011,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:52,0.33,1026.53,0.62,9.59,-0.57,-0.02,-0.02,0.03,0
407254,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:52,0.42,1026.52,0.71,9.55,-0.52,-0.02,-0.01,0.03,0
407494,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:52,0.49,1026.51,0.65,9.58,-0.52,-0.02,-0.02,0.03,0
407736,-22.590940,-42.764543,12,12.90,2025/6/2,13:36:52,0.49,1026.51,0.65,9.61,-0.62,-0.02,-0.01,0.03,0
