millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz,pqd
117704,-22.590938,-42.764537,12,12.40,2025/6/2,13:32:2,0.48,1026.51,-0.23,9.11,-0.88,-0.12,0.79,0.09,0
117938,-22.590938,-42.764536,12,12.40,2025/6/2,13:32:3,0.51,1026.51,0.01,9.85,-0.42,-0.21,0.78,-0.27,0
118174,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:3,0.39,1026.52,0.01,9.28,-0.26,0.02,0.49,-0.03,0
118405,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:3,0.76,1026.48,0.23,9.73,-0.12,-0.32,0.58,0.06,0
118641,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:3,0.53,1026.51,-0.01,9.18,0.03,0.08,0.08,0.17,0
118875,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:4,0.35,1026.52,0.33,9.02,-0.67,-0.03,0.72,0.14,0
119212,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:4,0.16,1026.55,-1.34,9.87,-0.33,0.11,0.94,-0.20,0
119444,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:4,-0.06,1026.58,-1.52,9.17,-0.96,0.11,0.26,-0.09,0
119678,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:4,0.15,1026.55,-2.26,11.18,-0.96,0.12,-0.24,-0.64,0
119918,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:5,0.04,1026.57,-2.29,11.54,-0.80,-0.27,-0.27,0.19,0
120156,-22.590938,-42.764536,12,12.00,2025/6/2,13:32:5,0.40,1026.52,-1.89,10.54,-0.40,0.14,-1.14,1.05,0
120397,-22.590938,-42.764536,12,12.00,2025/6/2,13:32:5,0.37,1026.53,-0.44,7.99,-0.61,-0.11,-0.69,0.54,0
120639,-22.590938,-42.764536,12,12.00,2025/6/2,13:32:5,0.52,1026.51,0.44,8.07,-0.56,-0.44,-0.69,-0.21,0
120879,-22.590937,-42.764536,12,12.00,2025/6/2,13:32:6,0.67,1026.49,0.92,8.99,-0.21,0.23,0.29,-0.47,0
121118,-22.590937,-42.764536,12,12.40,2025/6/2,13:32:6,0.35,1026.53,0.29,10.51,-0.31,0.37,0.42,-0.09,0
121368,-22.590937,-42.764536,12,12.40,2025/6/2,13:32:6,0.37,1026.53,-0.11,9.58,-0.81,-0.23,-0.11,0.62,0
121616,-22.590937,-42.764536,12,12.40,2025/6/2,13:32:6,0.50,1026.51,0.35,9.16,-0.38,-0.20,-0.12,0.04,0
121864,-22.590936,-42.764537,12,12.40,2025/6/2,13:32:7,0.45,1026.52,0.39,10.09,-0.94,0.16,-0.01,-0.15,0
122118,-22.590936,-42.764537,12,12.40,2025/6/2,13:32:7,0.72,1026.48,0.40,9.30,-0.60,0.07,0.12,0.11,0
122365,-22.590936,-42.764537,12,12.40,2025/6/2,13:32:7,0.40,1026.52,0.69,9.44,-0.57,-0.13,0.04,-0.21,0
122614,-22.590936,-42.764537,12,12.40,2025/6/2,13:32:7,0.21,1026.55,-0.01,10.01,-0.42,-0.08,-0.23,0.06,0
122859,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:8,0.18,1026.55,0.07,9.34,-0.55,-0.04,-0.07,0.02,0
123215,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:8,0.47,1026.51,0.15,9.59,-0.46,0.10,0.05,-0.01,0
123460,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:8,0.33,1026.53,-0.15,9.55,-0.67,-0.18,-0.02,0.07,0
123701,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:8,0.46,1026.52,-0.02,9.59,-0.51,-0.04,0.11,0.03,0
123950,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:9,0.14,1026.55,0.09,9.68,-0.44,0.06,0.09,-0.03,0
124195,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:9,0.43,1026.52,-0.16,9.67,-0.51,0.01,0.04,0.04,0
124437,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:9,0.47,1026.51,-0.14,9.60,-0.54,-0.09,-0.04,0.07,0
124691,-22.590936,-42.764538,12,12.40,2025/6/2,13:32:9,0.41,1026.52,-0.16,9.57,-0.64,-0.02,0.01,0.01,0
124939,-22.590937,-42.764538,12,12.40,2025/6/2,13:32:10,0.40,1026.52,-0.06,9.54,-0.46,0.01,-0.03,0.03,0
125195,-22.590937,-42.764538,12,12.30,2025/6/2,13:32:10,0.26,1026.54,-0.05,9.46,-0.55,-0.07,0.01,0.04,0
125448,-22.590937,-42.764538,12,12.30,2025/6/2,13:32:10,0.54,1026.51,-0.21,9.63,-0.59,-0.04,0.10,-0.01,0
125701,-22.590937,-42.764538,12,12.30,2025/6/2,13:32:10,0.24,1026.54,-0.07,9.51,-0.48,0.02,0.04,-0.01,0
125960,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:11,0.31,1026.53,-0.13,9.59,-0.52,-0.01,-0.07,0.01,0
126269,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:11,0.54,1026.53,-0.43,9.63,-0.60,-0.05,-0.09,0.01,0
126511,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:11,0.59,1026.50,-0.37,9.57,-0.50,-0.00,-0.05,0.03,0
126745,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:11,0.47,1026.51,-0.33,9.58,-0.60,-0.01,0.01,-0.01,0
126984,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:12,0.50,1026.51,-0.26,9.56,-0.58,-0.01,0.01,0.06,0
127328,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:12,0.39,1026.52,-0.24,9.49,-0.59,-0.03,-0.04,0.01,0
127569,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:12,0.49,1026.51,-0.38,9.59,-0.63,-0.05,-0.05,0.06,0
127797,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:12,0.44,1026.52,-0.17,9.34,-0.38,-0.01,-0.07,0.00,0
128028,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:13,0.32,1026.53,-0.48,9.63,-0.64,-0.06,-0.17,0.01,0
128271,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:13,0.32,1026.53,-0.49,9.67,-0.35,-0.02,-0.09,-0.03,0
128510,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:13,0.41,1026.52,-0.69,10.01,-0.32,0.09,-0.15,-0.07,0
128747,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:13,0.47,1026.51,-0.81,9.67,-0.47,0.12,-0.24,0.05,0
128978,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:14,0.29,1026.54,-0.82,9.08,-0.77,-0.14,-0.02,0.15,0
129217,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:14,0.34,1026.53,-0.49,9.59,-0.75,-0.06,-0.00,-0.11,0
129459,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:14,0.53,1026.51,-0.71,9.65,-0.62,0.08,0.02,0.07,0
129698,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:14,0.50,1026.51,-0.56,9.46,-0.66,-0.11,0.02,0.05,0
129943,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:15,0.35,1026.53,-0.63,9.52,-0.76,-0.02,0.01,0.06,0
130186,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:15,0.41,1026.52,-0.65,9.79,-0.43,0.04,-0.07,-0.03,0
130435,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:15,0.44,1026.52,-0.70,9.67,-0.51,-0.00,-0.16,0.01,0
130681,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:15,0.65,1026.49,-0.75,10.24,-0.60,-0.07,-0.10,0.03,0
130929,-22.590937,-42.764537,12,12.30,2025/6/2,13:32:16,0.43,1026.52,-0.60,9.40,-0.66,0.13,0.01,0.29,0
131280,-22.590937,-42.764537,12,12.20,2025/6/2,13:32:16,0.50,1026.51,-0.17,9.50,-0.72,-0.05,0.24,-0.16,0
131521,-22.590937,-42.764537,12,12.20,2025/6/2,13:32:16,0.47,1026.51,-0.59,9.63,-0.50,-0.17,0.28,0.04,0
131757,-22.590937,-42.764537,12,12.20,2025/6/2,13:32:16,0.35,1026.53,-0.52,9.58,-0.27,-0.14,0.22,0.07,0
131997,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:17,0.28,1026.54,-0.47,9.47,-0.15,-0.08,0.20,0.02,0
132242,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:17,0.36,1026.53,-0.56,9.72,0.05,0.08,-0.02,0.00,0
132491,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:17,0.50,1026.53,-0.76,9.79,0.11,0.00,0.23,0.22,0
132729,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:17,0.47,1026.52,-0.49,9.57,-0.41,-0.08,0.40,-0.16,0
132973,-22.590937,-42.764535,12,12.20,2025/6/2,13:32:18,0.35,1026.53,-0.12,9.74,-0.15,-0.11,0.54,0.10,0
133224,-22.590937,-42.764535,12,12.20,2025/6/2,13:32:18,0.19,1026.55,0.20,9.49,-0.25,-0.00,0.24,0.32,0
133475,-22.590937,-42.764535,12,12.20,2025/6/2,13:32:18,0.32,1026.53,0.11,9.47,-0.11,-0.10,0.01,0.07,0
133723,-22.590937,-42.764535,12,12.20,2025/6/2,13:32:18,0.35,1026.53,0.04,9.66,-0.21,-0.03,-0.12,-0.08,0
133976,-22.590938,-42.764535,12,12.20,2025/6/2,13:32:19,0.41,1026.52,-0.10,10.00,-0.25,0.08,-0.08,-0.15,0
134227,-22.590938,-42.764535,12,12.20,2025/6/2,13:32:19,0.24,1026.54,-0.51,9.89,-0.54,-0.05,-0.24,0.24,0
134486,-22.590938,-42.764535,12,12.20,2025/6/2,13:32:19,0.42,1026.52,-0.08,9.45,-0.31,0.08,0.02,-0.24,0
134747,-22.590938,-42.764535,12,12.20,2025/6/2,13:32:19,0.44,1026.52,-0.54,9.91,-0.33,0.04,-0.14,0.09,0
134998,-22.590938,-42.764534,12,12.20,2025/6/2,13:32:20,0.43,1026.52,-0.29,9.76,-0.18,-0.14,-0.20,-0.06,0
135357,-22.590938,-42.764534,12,12.20,2025/6/2,13:32:20,0.46,1026.52,-0.75,10.07,-0.42,0.03,-0.32,0.14,0
135610,-22.590938,-42.764534,12,12.20,2025/6/2,13:32:20,0.47,1026.52,-0.22,9.26,-0.56,-0.07,-0.07,0.19,0
135858,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:21,0.47,1026.52,-0.14,9.44,-0.76,0.00,0.17,-0.08,0
136145,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:21,0.50,1026.51,-0.11,9.75,-0.46,0.01,0.11,-0.06,0
136377,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:21,0.64,1026.49,-0.33,9.36,-0.64,-0.13,0.11,0.20,0
136613,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:21,0.68,1026.49,-0.10,9.66,-0.57,0.06,-0.02,-0.12,0
136854,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:21,0.71,1026.49,-0.11,9.51,-0.72,-0.08,-0.03,0.15,0
137089,-22.590939,-42.764535,12,12.30,2025/6/2,13:32:22,0.22,1026.55,-0.00,9.65,-0.50,-0.07,0.04,0.06,0
137322,-22.590939,-42.764535,12,12.30,2025/6/2,13:32:22,0.28,1026.54,0.21,9.62,-0.38,-0.11,-0.06,0.14,0
137562,-22.590939,-42.764535,12,12.30,2025/6/2,13:32:22,0.27,1026.54,0.32,9.54,-0.33,-0.00,0.00,0.08,0
137802,-22.590939,-42.764535,12,12.30,2025/6/2,13:32:22,0.46,1026.52,0.00,9.42,-0.51,0.07,-0.03,-0.19,0
138047,-22.590940,-42.764535,12,12.30,2025/6/2,13:32:23,0.31,1026.53,0.09,9.63,-0.60,0.00,0.12,0.02,0
138280,-22.590940,-42.764535,12,12.30,2025/6/2,13:32:23,0.41,1026.52,0.13,9.66,-0.57,-0.09,-0.02,0.08,0
138522,-22.590940,-42.764535,12,12.30,2025/6/2,13:32:23,0.22,1026.55,0.06,9.47,-0.56,-0.02,-0.02,0.01,0
138762,-22.590940,-42.764535,12,12.30,2025/6/2,13:32:23,0.52,1026.51,0.04,9.68,-0.49,-0.04,-0.02,-0.01,0
139008,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:24,0.37,1026.53,-0.04,9.68,-0.59,-0.02,-0.07,0.05,0
139360,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:24,0.46,1026.53,0.51,9.58,-0.26,-0.14,-0.37,0.08,0
139593,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:24,0.71,1026.49,0.12,9.50,-0.08,0.07,-0.24,0.28,0
139828,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:24,0.41,1026.52,0.19,9.45,-0.81,0.31,0.16,-0.11,0
140062,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:25,0.62,1026.50,0.05,9.55,-1.42,0.22,0.33,-0.26,0
140303,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:25,0.53,1026.51,-0.59,9.67,-1.56,0.03,0.13,-0.25,0
140539,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:25,0.50,1026.51,-1.01,9.48,-2.12,0.10,0.05,-0.20,0
140783,-22.590940,-42.764535,12,12.40,2025/6/2,13:32:25,0.50,1026.51,-1.22,9.27,-2.41,0.10,0.04,-0.03,0
141025,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:26,0.34,1026.53,-1.20,9.37,-2.64,-0.01,-0.08,0.06,0
141272,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:26,0.44,1026.52,-1.27,9.18,-2.82,0.04,-0.09,0.13,0
141520,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:26,0.61,1026.50,-1.11,9.16,-2.95,0.16,-0.07,-0.02,0
141772,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:26,0.48,1026.51,-1.25,8.97,-3.59,0.21,-0.01,-0.08,0
142020,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:27,0.33,1026.53,-1.34,8.94,-3.71,0.06,0.04,0.07,0
142270,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:27,0.42,1026.52,-1.40,8.91,-4.27,0.09,0.15,0.01,0
142518,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:27,0.39,1026.52,-1.35,8.81,-4.58,0.10,0.15,-0.14,0
142766,-22.590940,-42.764535,12,12.50,2025/6/2,13:32:27,0.54,1026.51,-1.80,8.53,-4.63,0.18,0.10,-0.18,0
143020,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:28,0.67,1026.49,-2.01,8.19,-5.22,-0.01,0.01,-0.31,0
143380,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:28,0.44,1026.52,-2.46,7.79,-5.57,0.01,0.01,-0.06,0
143625,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:28,0.58,1026.50,-2.51,7.70,-5.73,0.13,0.19,-0.02,0
143867,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:29,0.35,1026.53,-2.14,7.47,-6.02,0.10,0.01,0.02,0
144117,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:29,0.55,1026.50,-2.51,7.32,-6.06,-0.02,-0.17,-0.03,0
144366,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:29,0.74,1026.48,-2.76,7.68,-6.02,-0.07,-0.03,0.02,0
144619,-22.590940,-42.764534,12,12.40,2025/6/2,13:32:29,0.58,1026.50,-2.58,7.48,-5.88,-0.05,-0.06,0.04,0
144867,-22.590939,-42.764534,12,12.40,2025/6/2,13:32:30,0.66,1026.49,-2.66,7.69,-5.95,-0.04,0.00,0.09,0
145123,-22.590939,-42.764534,12,12.40,2025/6/2,13:32:30,0.53,1026.51,-2.55,7.58,-5.53,-0.11,-0.01,0.04,0
145385,-22.590939,-42.764534,12,12.40,2025/6/2,13:32:30,0.64,1026.50,-2.66,7.96,-5.43,-0.13,-0.11,0.06,0
145640,-22.590939,-42.764534,12,12.40,2025/6/2,13:32:30,0.51,1026.51,-2.36,8.13,-4.76,-0.41,-0.37,0.18,0
145936,-22.590939,-42.764534,12,12.40,2025/6/2,13:32:31,0.51,1026.51,-2.47,8.74,-3.94,-0.05,-0.11,0.11,0
146170,-22.590939,-42.764534,12,12.30,2025/6/2,13:32:31,0.56,1026.52,-1.57,8.46,-3.62,-0.19,-0.15,0.16,0
146411,-22.590939,-42.764534,12,12.30,2025/6/2,13:32:31,0.40,1026.52,-1.58,9.65,-1.78,-0.85,-0.48,0.38,0
146649,-22.590939,-42.764534,12,12.30,2025/6/2,13:32:31,0.42,1026.52,-1.17,9.50,-0.63,-0.39,-0.58,0.13,0
146890,-22.590939,-42.764535,12,12.30,2025/6/2,13:32:32,0.46,1026.51,-1.14,9.53,-0.37,0.26,-0.37,-0.26,0
147126,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:32,0.44,1026.52,-1.47,9.80,-0.38,0.12,-0.15,0.11,0
147473,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:32,0.21,1026.55,-1.19,8.61,-0.94,0.10,0.04,0.12,0
147709,-22.590939,-42.764535,12,12.20,2025/6/2,13:32:32,0.40,1026.52,-1.35,9.26,-1.09,-0.01,0.10,-0.11,0
147940,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:33,0.53,1026.51,-1.47,9.06,-1.52,-0.28,0.09,-0.11,0
148181,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:33,0.42,1026.52,-1.88,9.13,-1.22,0.07,0.36,0.26,0
148420,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:33,0.33,1026.53,-1.36,9.44,-1.05,-0.05,-0.17,-0.12,0
148650,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:33,0.31,1026.53,-1.74,9.40,-1.28,0.04,0.03,0.20,0
148889,-22.590938,-42.764537,12,12.30,2025/6/2,13:32:34,0.26,1026.54,-0.98,9.95,-0.86,0.12,-0.01,-0.22,0
149126,-22.590938,-42.764537,12,12.30,2025/6/2,13:32:34,0.41,1026.52,-1.31,9.33,-0.98,-0.14,-0.13,0.15,0
149371,-22.590938,-42.764537,12,12.30,2025/6/2,13:32:34,0.39,1026.52,-1.42,9.24,-0.99,-0.04,-0.02,0.03,0
149617,-22.590938,-42.764537,12,12.30,2025/6/2,13:32:34,0.43,1026.52,-1.08,9.33,-0.96,-0.06,0.03,0.08,0
149856,-22.590938,-42.764536,12,12.30,2025/6/2,13:32:35,0.46,1026.52,-1.28,9.45,-0.92,-0.06,0.03,0.09,0
150102,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:35,0.34,1026.53,-1.14,9.40,-0.89,-0.08,0.04,-0.03,0
150351,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:35,0.37,1026.53,-1.24,9.60,-0.77,0.02,0.03,0.00,0
150596,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:35,0.47,1026.51,-1.25,9.40,-0.80,0.01,-0.02,0.00,0
150843,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:35,0.41,1026.52,-1.29,9.35,-0.88,0.01,-0.05,0.05,0
151090,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:36,0.43,1026.52,-1.06,9.45,-0.89,-0.09,0.04,0.04,0
151440,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:36,0.31,1026.53,-1.22,9.42,-0.95,-0.08,-0.02,0.03,0
151687,-22.590938,-42.764536,12,12.20,2025/6/2,13:32:36,0.36,1026.53,-1.15,9.56,-0.86,0.05,0.01,-0.03,0
151928,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:37,0.69,1026.49,-1.16,9.41,-0.90,-0.02,-0.06,0.04,0
152170,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:37,0.71,1026.48,-1.11,9.29,-0.91,-0.09,-0.01,0.02,0
152417,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:37,0.82,1026.47,-1.42,9.66,-1.12,0.06,0.06,0.18,0
152663,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:37,0.22,1026.54,-1.17,9.28,-1.05,0.01,0.14,-0.04,0
152908,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:38,0.59,1026.50,-0.94,9.75,-0.97,-0.17,-0.12,-0.24,0
153159,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:38,0.69,1026.49,-1.76,9.40,-0.81,0.08,-0.05,0.25,0
153415,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:38,0.71,1026.48,-1.15,9.63,-0.72,-0.13,0.02,-0.12,0
153664,-22.590937,-42.764536,12,12.20,2025/6/2,13:32:38,0.58,1026.50,-1.26,9.64,-0.81,0.08,-0.09,0.14,0
153922,-22.590936,-42.764536,12,12.20,2025/6/2,13:32:39,0.75,1026.48,-1.46,9.27,-0.80,-0.04,-0.08,0.03,0
154169,-22.590936,-42.764536,12,12.20,2025/6/2,13:32:39,0.49,1026.51,-1.33,9.50,-1.07,-0.04,0.14,0.05,0
154429,-22.590936,-42.764536,12,12.20,2025/6/2,13:32:39,0.77,1026.48,-1.05,9.20,-0.96,0.00,0.17,-0.01,0
154684,-22.590936,-42.764536,12,12.20,2025/6/2,13:32:39,0.91,1026.48,-1.24,9.72,-0.92,-0.07,-0.20,-0.08,0
154945,-22.590936,-42.764536,12,12.20,2025/6/2,13:32:40,0.51,1026.51,-1.40,9.23,-0.75,0.07,-0.07,0.24,0
155205,-22.590936,-42.764536,12,12.10,2025/6/2,13:32:40,0.69,1026.49,-1.28,9.44,-0.79,-0.06,-0.07,-0.14,0
155569,-22.590936,-42.764536,12,12.10,2025/6/2,13:32:40,0.43,1026.52,-1.26,9.34,-0.84,-0.01,-0.01,0.02,0
155851,-22.590936,-42.764536,12,12.10,2025/6/2,13:32:40,0.25,1026.54,-1.29,9.39,-0.95,-0.01,0.02,0.11,0
156089,-22.590936,-42.764536,12,12.00,2025/6/2,13:32:41,0.56,1026.50,-1.22,9.41,-1.03,-0.06,0.00,-0.02,0
156323,-22.590936,-42.764536,12,12.00,2025/6/2,13:32:41,0.65,1026.49,-1.24,9.50,-0.78,0.01,0.07,-0.01,0
156554,-22.590936,-42.764536,12,12.00,2025/6/2,13:32:41,0.58,1026.50,-1.33,9.39,-1.10,-0.03,-0.11,0.08,0
156786,-22.590936,-42.764536,12,12.00,2025/6/2,13:32:41,0.61,1026.50,-1.32,9.47,-1.03,-0.02,-0.09,-0.01,0
157027,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:42,0.77,1026.48,-1.38,9.50,-0.89,-0.03,0.04,-0.00,0
157266,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:42,0.64,1026.49,-1.27,9.60,-0.87,-0.02,-0.00,0.03,0
157502,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:42,0.37,1026.53,-1.27,9.11,-0.92,-0.06,-0.02,0.14,0
157737,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:42,0.54,1026.51,-1.24,9.28,-1.03,0.06,0.01,0.01,0
157970,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:43,0.56,1026.50,-1.18,9.41,-0.96,-0.06,-0.03,0.01,0
158214,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:43,0.60,1026.50,-1.39,9.41,-0.84,-0.03,0.02,0.01,0
158458,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:43,0.73,1026.48,-1.30,9.52,-0.93,-0.03,0.03,-0.01,0
158695,-22.590935,-42.764536,12,12.00,2025/6/2,13:32:43,0.70,1026.49,-1.33,9.41,-0.92,-0.03,-0.06,0.02,0
158936,-22.590934,-42.764536,12,12.00,2025/6/2,13:32:44,0.59,1026.50,-1.40,9.50,-0.92,-0.03,-0.04,0.01,0
159176,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:44,0.52,1026.51,-1.40,9.42,-0.99,-0.01,-0.01,0.04,0
159521,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:44,0.61,1026.50,-1.36,9.43,-0.90,-0.04,-0.01,0.01,0
159758,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:44,0.37,1026.53,-1.38,9.45,-0.90,-0.04,-0.02,0.05,0
159998,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:45,0.47,1026.52,-1.41,9.39,-0.98,-0.00,-0.02,0.03,0
160239,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:45,0.51,1026.51,-1.37,9.45,-0.91,-0.01,-0.02,0.03,0
160479,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:45,0.66,1026.49,-1.31,9.42,-0.81,-0.02,-0.01,0.03,0
160716,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:45,0.42,1026.52,-1.46,9.46,-0.83,-0.03,-0.03,0.02,0
160958,-22.590934,-42.764536,12,11.90,2025/6/2,13:32:46,0.74,1026.48,-1.38,9.42,-0.86,-0.02,-0.03,0.03,0
161204,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:46,0.50,1026.51,-1.35,9.45,-0.81,-0.02,-0.02,0.05,0
161448,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:46,0.65,1026.49,-1.27,9.40,-0.93,-0.02,-0.01,0.03,0
161693,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:46,0.41,1026.52,-1.27,9.46,-0.91,0.00,-0.01,0.04,0
161939,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:47,0.84,1026.47,-1.23,9.41,-1.02,-0.02,-0.04,0.02,0
162187,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:47,0.81,1026.47,-1.32,9.39,-0.99,-0.01,-0.04,0.01,0
162447,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:47,0.69,1026.49,-1.36,9.44,-0.91,-0.07,0.01,0.00,0
162696,-22.590934,-42.764536,12,11.80,2025/6/2,13:32:47,0.51,1026.51,-1.36,9.47,-0.89,-0.02,0.04,0.02,0
162950,-22.590933,-42.764536,12,11.80,2025/6/2,13:32:48,0.39,1026.52,-1.33,9.48,-0.82,-0.03,-0.01,0.04,0
163205,-22.590933,-42.764536,12,11.70,2025/6/2,13:32:48,0.53,1026.51,-1.36,9.43,-0.96,-0.02,-0.02,0.04,0
163564,-22.590933,-42.764536,12,11.70,2025/6/2,13:32:48,0.54,1026.51,-1.35,9.50,-0.75,-0.02,-0.05,0.02,0
163807,-22.590933,-42.764536,12,11.70,2025/6/2,13:32:48,0.74,1026.48,-1.51,9.41,-0.86,-0.01,-0.04,0.03,0
164054,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:49,0.77,1026.48,-1.38,9.47,-0.99,0.00,-0.03,0.03,0
164302,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:49,0.65,1026.49,-1.42,9.30,-0.98,-0.04,0.05,0.07,0
164555,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:49,0.77,1026.48,-1.28,9.41,-1.04,0.02,0.02,0.00,0
164804,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:49,0.70,1026.49,-1.33,9.26,-0.87,-0.10,-0.01,0.02,0
165057,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:50,0.60,1026.50,-1.30,9.23,-1.07,-0.12,0.19,0.08,0
165309,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:50,0.60,1026.50,-1.54,10.23,-0.91,0.04,-0.35,0.02,0
165560,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:50,0.56,1026.50,-1.62,9.39,-0.51,0.16,-0.09,-0.04,0
165842,-22.590933,-42.764537,12,11.70,2025/6/2,13:32:50,0.63,1026.50,-1.20,9.70,-0.80,-0.07,-0.05,0.16,0
